Index,Original_中轴承温度,Original_A相线温度,Original_电机前轴承温度,Original_垂直振动,Original_水平振动,Original_出口烟气温度,Reconstructed_中轴承温度,Reconstructed_A相线温度,Reconstructed_电机前轴承温度,Reconstructed_垂直振动,Reconstructed_水平振动,Reconstructed_出口烟气温度,Error_中轴承温度,Error_A相线温度,Error_电机前轴承温度,Error_垂直振动,Error_水平振动,Error_出口烟气温度,Threshold_中轴承温度,Threshold_A相线温度,Threshold_电机前轴承温度,Threshold_垂直振动,Threshold_水平振动,Threshold_出口烟气温度,Warning_中轴承温度,Warning_A相线温度,Warning_电机前轴承温度,Warning_垂直振动,Warning_水平振动,Warning_出口烟气温度
132,66.652054,71.72033,66.80868,0.37240526,0.31135547,152.5375,66.22148,73.24841,67.08492,0.37212914,0.31319872,152.10025,0.430572677,1.528083086,0.276242791,0.000276118,0.001843245,0.437249756,1.187888375,4.197936678,0.643072685,0.00458527,0.003992846,1.402303463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,66.62594,71.72033,66.80868,0.34798512,0.2991454,152.6134,66.32809,72.58158,67.1343,0.34861952,0.30033883,152.45721,0.297853147,0.861251116,0.325620232,0.000634401,0.001193435,0.156185645,1.215284119,4.256531035,0.643430069,0.004587177,0.00406593,1.413980217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,66.62594,71.74646,66.80868,0.33577502,0.2869353,152.5375,66.38174,72.091675,67.24178,0.3363331,0.28759933,152.37184,0.244203245,0.345214805,0.433103142,0.000558076,0.000664025,0.165658569,1.259207826,4.552258608,0.691048076,0.004582658,0.00403772,1.422533495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,66.652054,71.74646,66.80868,0.34798512,0.2991454,152.66348,66.33687,72.60969,67.14231,0.34863243,0.30036002,152.50325,0.315185714,0.863227805,0.333631096,0.000647305,0.001214624,0.160229878,1.248471465,4.370440281,0.649523223,0.004532378,0.004090246,1.334171427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,66.62594,71.772606,66.80868,0.37240526,0.2991454,152.58759,66.19575,73.15292,67.12373,0.37217742,0.30060217,152.31056,0.430192625,1.380317584,0.315053521,0.000227838,0.001456768,0.277027866,1.246220368,4.369888923,0.640709154,0.004552777,0.004214654,1.333214082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,66.62594,71.772606,66.80868,0.34798512,0.31135547,152.66348,66.23549,73.01402,67.06928,0.3483639,0.3123693,152.38078,0.390451108,1.241416827,0.260602532,0.000378786,0.001013817,0.282696919,1.239786061,4.36959283,0.650840938,0.004497551,0.004223779,1.266910394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,66.62594,71.79876,66.80868,0.33577502,0.2869353,152.68929,66.38317,72.11185,67.23782,0.33638218,0.2876706,152.52914,0.242768918,0.313086924,0.429143486,0.00060716,0.000735312,0.160145713,1.270025017,4.618343388,0.684705496,0.004418187,0.004221115,1.193443808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,66.652054,71.79876,66.80868,0.37240526,0.2991454,152.68929,66.20459,73.18539,67.13134,0.37221876,0.30064392,152.40785,0.447464156,1.386626658,0.322660027,0.000186502,0.001498521,0.281437827,1.268972174,4.62622106,0.679998523,0.004459427,0.004357153,1.193914432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,66.62594,71.82489,66.80868,0.33577502,0.31135547,152.76517,66.20987,73.01029,67.07488,0.33616593,0.31204933,152.4811,0.416070615,1.185402053,0.266202507,0.000390915,0.000693859,0.28407564,1.264198452,4.602194303,0.685984571,0.004464444,0.004349976,1.194327208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,66.62594,71.82489,66.80868,0.34798512,0.31135547,152.73936,66.23833,73.02776,67.06986,0.34836987,0.3124012,152.46144,0.387612974,1.202873367,0.261182366,0.000384747,0.001045735,0.27791896,1.262111638,4.588605437,0.69179853,0.00446248,0.004315101,1.194076944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,66.62594,71.82489,66.83479,0.33577502,0.2991454,152.73936,66.31112,72.582275,67.1613,0.33630866,0.300024,152.5182,0.31482092,0.757385391,0.326510659,0.000533638,0.000878603,0.221156265,1.268452368,4.61393659,0.685646451,0.004458749,0.004291931,1.196186536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,66.652054,71.85104,66.83479,0.37240526,0.2869353,152.81526,66.20715,73.01415,67.197174,0.37181833,0.28778556,152.69101,0.44490068,1.163112527,0.362384072,0.000586926,0.00085026,0.124250479,1.120071876,4.301751258,0.690448646,0.003588878,0.004258391,1.154186115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,66.62594,71.85104,66.83479,0.34798512,0.27472523,152.81526,66.42048,72.185074,67.23192,0.3481249,0.27536583,152.92168,0.205461179,0.334033853,0.397128335,0.000139772,0.000640599,0.106416636,1.174409678,4.498562213,0.703261329,0.003639767,0.004266757,1.179105909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,66.62594,71.8772,66.83479,0.33577502,0.2869353,152.89116,66.39598,72.16647,67.24492,0.336434,0.28775793,152.73582,0.229959165,0.289273389,0.410128823,0.000658987,0.000822633,0.155335415,1.204659745,4.604247029,0.720670081,0.003641334,0.003982966,1.135517154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,66.62594,71.8772,66.83479,0.32356495,0.2991454,152.89116,66.2843,72.50778,67.16731,0.3240434,0.29969174,152.58403,0.341638242,0.630581982,0.332522622,0.000478443,0.000546337,0.307129849,1.181425963,4.6253634,0.715367757,0.003637969,0.003893557,1.140156448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,66.62594,71.90335,66.83479,0.33577502,0.2991454,152.89116,66.317276,72.60971,67.16119,0.33634728,0.3000964,152.67973,0.308663999,0.706360693,0.326396218,0.000572262,0.000950993,0.211426724,1.18501813,4.6339342,0.705845085,0.003631724,0.003734931,1.124330739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,66.62594,71.90335,66.83479,0.32356495,0.2869353,152.96706,66.37697,71.98004,67.24484,0.32427245,0.2875934,152.73097,0.248971616,0.076691504,0.410052529,0.000707504,0.000658095,0.23608771,1.202255797,4.881822236,0.72276312,0.003537946,0.003756656,1.049550421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,66.62594,71.92948,66.83479,0.33577502,0.2869353,152.96706,66.399216,72.18385,67.245605,0.3364614,0.28780147,152.81876,0.226724302,0.254373149,0.410815469,0.000686375,0.000866174,0.148303896,1.175834701,4.73747202,0.728326977,0.003428746,0.003619269,0.937467883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,66.62594,71.92948,66.83479,0.3601952,0.2869353,152.96706,66.33017,72.770515,67.194405,0.36029768,0.2881665,152.9602,0.295770322,0.841035442,0.359614602,0.00010248,0.001231193,0.006854922,1.020834472,4.166146456,0.728935745,0.002138443,0.003300393,1.002633422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,66.62594,71.92948,66.83479,0.37240526,0.2991454,153.04295,66.2231,73.24496,67.14026,0.37237173,0.30078915,152.78085,0.402841245,1.31547697,0.305468789,3.35E-05,0.001643748,0.262096729,0.896309981,3.949440902,0.73119727,0.001911667,0.003536997,0.856042998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,66.62594,71.955635,66.8609,0.39682543,0.2991454,153.04295,65.99953,73.75947,67.15196,0.39534423,0.30031264,152.47519,0.626413022,1.803833079,0.29106228,0.001481202,0.001167238,0.567760791,1.053598985,4.140771423,0.72617144,0.002651838,0.003141284,0.994290374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,66.62594,71.955635,66.8609,0.3601952,0.2991454,153.01715,66.324486,73.021736,67.14653,0.36052164,0.30091798,152.83356,0.301454221,1.066101145,0.285630151,0.000326444,0.001772583,0.183592871,1.053256716,4.16822686,0.733817176,0.002640629,0.003471902,0.991189603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,66.62594,71.955635,66.8609,0.31135547,0.2991454,153.01715,66.288666,72.29291,67.20425,0.31160396,0.29928508,152.63869,0.337274229,0.337272715,0.343346521,0.000248493,0.000139684,0.378462866,1.04049044,4.170925457,0.700492779,0.002651345,0.003748807,1.032814899,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,66.652054,71.98179,66.8609,0.38461536,0.31135547,153.01715,66.18877,73.62414,67.10501,0.383912,0.31318218,152.53989,0.463287521,1.642347878,0.244110986,0.000703363,0.001826705,0.477263525,1.068792811,4.423927649,0.723557895,0.00266727,0.004051259,1.123519274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,66.652054,71.98179,66.8609,0.3601952,0.2991454,152.99136,66.33281,73.051315,67.157524,0.36051315,0.30091295,152.80505,0.319244552,1.069525308,0.296624109,0.000317951,0.001767546,0.186306289,1.053742842,4.33351731,0.72577374,0.00265104,0.004212669,1.122480861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,66.62594,71.98179,66.8609,0.34798512,0.2991454,153.06726,66.365265,72.71342,67.15809,0.3486825,0.30056494,152.93826,0.260675107,0.731627053,0.297188684,0.000697373,0.001419545,0.128997061,1.055831349,4.264033303,0.714827299,0.002686599,0.004286509,1.129202396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,66.652054,71.98179,66.8609,0.31135547,0.2991454,153.16895,66.296074,72.323105,67.20709,0.31164318,0.29932186,152.77788,0.355980086,0.341314858,0.346192285,0.000287713,0.00017646,0.391072192,1.043624485,4.254478174,0.678962955,0.002683972,0.004503662,1.162811412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,66.62594,72.00792,66.8609,0.33577502,0.2991454,153.01715,66.33665,72.66742,67.17759,0.33636588,0.30016583,152.81308,0.289292966,0.659499434,0.316689417,0.000590859,0.001020432,0.204070166,1.021051374,4.117946754,0.679088925,0.002659011,0.004395612,1.159388272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,66.652054,72.00792,66.8609,0.32356495,0.2869353,153.16895,66.3991,72.05245,67.26254,0.32430872,0.28767312,152.93457,0.252952743,0.044532087,0.401642725,0.000743773,0.000737816,0.234379687,1.013052807,4.210531347,0.686899562,0.002701828,0.004388356,1.154522419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,66.62594,72.00792,66.8609,0.31135547,0.2991454,153.16895,66.29143,72.31284,67.20126,0.31164426,0.2993381,152.7909,0.334512388,0.304923323,0.340363428,0.000288786,0.000192702,0.378056445,1.004203786,4.157167642,0.66904429,0.002716129,0.004570155,1.182530316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,66.652054,72.00792,66.8609,0.32356495,0.2869353,153.16895,66.3991,72.05245,67.26254,0.32430872,0.28767312,152.93457,0.252952743,0.044532087,0.401642725,0.000743773,0.000737816,0.234379687,1.010787695,4.273481489,0.685137968,0.002755996,0.004578095,1.182555781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,66.652054,72.03407,66.88699,0.33577502,0.2869353,153.16895,66.431786,72.288704,67.27525,0.33649874,0.28787544,153.01648,0.220268417,0.254633918,0.388263296,0.000723717,0.000940144,0.152470508,0.988617953,4.197080064,0.692209547,0.002782947,0.004578523,1.175759838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,66.652054,72.03407,66.88699,0.40903553,0.2991454,153.24486,65.946754,74.00496,67.16076,0.40703037,0.29989427,152.73184,0.705299544,1.970889106,0.273768972,0.002005156,0.000748873,0.513017959,1.220925227,4.787636366,0.691956696,0.0037419,0.004563599,1.251417545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,66.652054,72.03407,66.88699,0.31135547,0.31135547,153.24486,66.210594,72.84536,67.12388,0.31169757,0.31178957,152.86433,0.441459823,0.811289802,0.236888479,0.000342102,0.000434102,0.380525894,1.226519524,4.754927784,0.696826223,0.003754207,0.004632316,1.25949383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,66.652054,72.03407,66.88699,0.33577502,0.2991454,153.24486,66.354225,72.71916,67.18872,0.3363881,0.3002184,153.02318,0.297828841,0.685091987,0.301730703,0.000613091,0.001073003,0.221681899,1.227874526,4.754631767,0.697907121,0.003754343,0.004603762,1.25795671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,66.652054,72.06023,66.88699,0.33577502,0.2991454,153.24486,66.356834,72.726685,67.19146,0.33639264,0.30022785,153.02696,0.295219588,0.66645457,0.304469656,0.000617621,0.001082451,0.21789772,1.228910829,4.754146696,0.698721063,0.003755998,0.004613792,1.257286845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,66.652054,72.06023,66.88699,0.3601952,0.2869353,153.21907,66.355156,72.897934,67.23016,0.3603187,0.28823462,153.18875,0.296898055,0.83770396,0.343173574,0.000123491,0.001299321,0.030318779,1.221108263,4.643278564,0.671866857,0.003810675,0.004637396,1.316221439,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,66.652054,72.06023,66.88699,0.34798512,0.2869353,153.29497,66.44544,72.60162,67.241005,0.34847298,0.28837276,153.2489,0.2066118,0.541393535,0.354014944,0.000487863,0.001437455,0.046068633,1.22765839,4.583773343,0.643835449,0.003799486,0.004714376,1.350516018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,66.652054,72.06023,66.88699,0.3601952,0.31135547,153.29497,66.3084,73.3108,67.096535,0.36063403,0.3130843,152.95793,0.343650985,1.250568645,0.209544729,0.000438829,0.001728834,0.337038481,1.226057378,4.667842947,0.672975409,0.003733997,0.004880579,1.291720696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,66.652054,72.06023,66.88699,0.3601952,0.2869353,153.29497,66.353455,72.899574,67.22846,0.360328,0.2882528,153.25749,0.29859941,0.83934428,0.341472219,0.000132789,0.001317501,0.037477935,1.219916313,4.559493592,0.676896006,0.003698429,0.004773029,1.345265417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,66.652054,72.08638,66.88699,0.32356495,0.27472523,153.37088,66.436806,71.785095,67.297264,0.32447278,0.27560708,153.35857,0.215248275,0.301284785,0.410274099,0.000907835,0.000881849,0.012313716,1.091540613,4.177505439,0.708215986,0.003372234,0.004762464,1.266298152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,66.652054,72.08638,66.88699,0.3601952,0.2869353,153.37088,66.35362,72.90918,67.2293,0.3603374,0.28827572,153.33003,0.298431563,0.822799687,0.342311453,0.000142206,0.001340419,0.040847651,1.091629972,4.124546445,0.707624795,0.00341639,0.004583684,1.300461132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,66.652054,72.08638,66.88699,0.32356495,0.2991454,153.37088,66.32715,72.6445,67.19361,0.32416686,0.2998978,153.06465,0.324905563,0.558120732,0.306621145,0.000601914,0.00075239,0.306228511,1.090724785,4.092383836,0.705496791,0.003389994,0.004353968,1.277436036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,66.652054,72.08638,66.88699,0.34798512,0.2869353,153.37088,66.44533,72.6122,67.240906,0.34848398,0.28839806,153.32175,0.206726241,0.525817876,0.353915762,0.00049886,0.001462757,0.049133174,1.062903799,3.693889393,0.691417253,0.003374184,0.004164077,1.206611507,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,66.652054,72.08638,66.88699,0.3601952,0.2869353,153.4468,66.35194,72.91079,67.227615,0.36034584,0.28829223,153.39879,0.30011766,0.82440949,0.340625356,0.00015064,0.001356929,0.048011548,1.061990603,3.622415516,0.690325754,0.003414069,0.003959815,1.228454227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,66.652054,72.11251,66.88699,0.33577502,0.27472523,153.42099,66.46419,72.07184,67.30236,0.33652034,0.27556953,153.45287,0.187866378,0.040671621,0.415370535,0.000745324,0.000844298,0.031875601,1.078362526,3.728353384,0.71448331,0.003423307,0.003862429,1.250430142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,66.652054,72.11251,66.88699,0.39682543,0.2869353,153.42099,65.933846,73.64247,67.20523,0.39559132,0.28759673,153.0686,0.71820848,1.529961313,0.318240713,0.001234111,0.000661432,0.352386484,1.323291024,4.053063019,0.713738326,0.003614032,0.003635515,1.23195722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,66.652054,72.11251,66.88699,0.3601952,0.2991454,153.5227,66.335495,73.12611,67.16581,0.3606051,0.3010646,153.31567,0.316559005,1.013596262,0.278819631,0.000409891,0.00191921,0.207026172,1.323144574,4.110376166,0.720826073,0.00362025,0.004036048,1.232204908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,66.652054,72.11251,66.88699,0.31135547,0.2869353,153.4468,66.395935,71.879135,67.29092,0.312003,0.28733498,153.14261,0.256118941,0.233374868,0.403926443,0.000647517,0.000399679,0.304191357,1.322737217,4.04166697,0.721963482,0.003607429,0.004149323,1.248361737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,66.652054,72.11251,66.88699,0.3601952,0.31135547,153.4468,66.30574,73.326645,67.095146,0.36063725,0.31312206,153.10995,0.346313644,1.214134897,0.208156179,0.000442048,0.001766594,0.336845166,1.32374875,4.110164702,0.760142137,0.003585563,0.004111988,1.230191993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,66.652054,72.138664,66.88699,0.34798512,0.2991454,153.5227,66.38679,72.80465,67.165276,0.34871694,0.30074334,153.4089,0.265266585,0.665985353,0.278285574,0.000731824,0.001597941,0.113794971,1.322273617,3.946794641,0.742155205,0.003583588,0.004181462,1.228769443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,66.652054,72.138664,66.88699,0.44566515,0.2991454,153.5227,65.942986,74.26382,67.22721,0.4433173,0.29917133,153.29889,0.709068465,2.125152833,0.340220999,0.002347856,2.59E-05,0.22381084,1.490296084,4.538223966,0.726749182,0.004702682,0.004589459,1.232233663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,66.652054,72.138664,66.88699,0.33577502,0.2991454,153.54851,66.36069,72.74467,67.18335,0.33641616,0.30031386,153.3396,0.291366744,0.606003053,0.296359609,0.000641135,0.00116846,0.208910391,1.316490364,4.024264962,0.723209613,0.004013112,0.004562409,1.0777813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,66.652054,72.16482,66.88699,0.32356495,0.2869353,153.59863,66.41955,72.12463,67.26626,0.32439217,0.28783265,153.3772,0.232505965,0.040186211,0.37926824,0.00082722,0.000897348,0.221432734,1.29999109,4.194291357,0.717160024,0.004022958,0.004422073,1.010759895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,66.652054,72.16482,66.88699,0.45787525,0.2991454,153.59863,65.99161,74.34646,67.246506,0.4557284,0.2992362,153.47302,0.660446334,2.181638435,0.359515737,0.002146838,9.08E-05,0.125607539,1.448037651,4.898696298,0.7210971,0.004820708,0.004758716,1.003480046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,66.652054,72.16482,66.91311,0.33577502,0.2869353,153.59863,66.450165,72.3644,67.276695,0.33663818,0.28805664,153.45737,0.201889205,0.199582771,0.363585251,0.000863162,0.001121342,0.141263057,1.4616462,4.987770214,0.725303078,0.004836043,0.004760643,0.99532314,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,66.652054,72.19097,66.93922,0.34798512,0.2991454,153.67456,66.40879,72.87671,67.18423,0.34872392,0.30081296,153.55931,0.243263412,0.685738984,0.24500699,0.000738798,0.00166756,0.115249087,1.466361227,4.984912586,0.742048221,0.004748979,0.004871212,0.976911226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,66.652054,72.19097,66.93922,0.34798512,0.2991454,153.67456,66.40879,72.87671,67.18423,0.34872392,0.30081296,153.55931,0.243263412,0.685738984,0.24500699,0.000738798,0.00166756,0.115249087,1.459512955,4.974804065,0.752736442,0.004737919,0.004947341,0.962311117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,66.652054,72.19097,66.93922,0.40903553,0.2991454,153.67456,65.96805,74.136795,67.19119,0.4071539,0.30000114,153.17815,0.684005904,1.945825044,0.251972627,0.001881626,0.000855744,0.496413638,1.599935292,5.317407731,0.731549798,0.005120382,0.004798844,1.085279604,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,66.652054,72.21711,66.93922,0.34798512,0.2991454,153.67456,66.411316,72.884346,67.18685,0.34872708,0.30082124,153.56323,0.240738082,0.667236008,0.247631501,0.000741957,0.001675845,0.111327578,1.606139396,5.3178867,0.742140261,0.004998879,0.00491166,1.068089514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,66.652054,72.21711,66.93922,0.40903553,0.2869353,153.75049,65.85775,73.96502,67.21076,0.4076024,0.28742382,153.42921,0.794304061,1.747909226,0.271542024,0.00143313,0.000488519,0.321275522,1.350082302,5.505973085,0.714072964,0.005114976,0.004997218,1.066869882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,66.652054,72.24326,66.93922,0.3601952,0.2991454,153.64874,66.35783,73.23012,67.19711,0.36061502,0.30109748,153.43977,0.294227767,0.986857798,0.257893037,0.000419815,0.001952082,0.20896644,1.790557154,5.512838491,0.715126449,0.005024842,0.003816905,1.039487576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,66.652054,72.24326,66.93922,0.3601952,0.2869353,153.72467,66.37276,73.02604,67.25803,0.36037245,0.28837353,153.66257,0.279297042,0.782779124,0.318813752,0.000177254,0.00143823,0.062102861,1.79411739,5.492254005,0.716059049,0.005133699,0.005252105,1.03575051,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,66.652054,72.26942,66.93922,0.44566515,0.2991454,153.8006,65.945564,74.423355,67.25562,0.44325182,0.29918283,153.556,0.70648973,2.153935103,0.316402864,0.002413332,3.74E-05,0.244600244,1.879845785,5.887973748,0.707828143,0.005777608,0.005488479,1.017469644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,66.652054,72.26942,66.93922,0.37240526,0.2869353,153.75049,66.28386,73.28256,67.26305,0.37219664,0.28813958,153.65245,0.368194747,1.013142256,0.323826265,0.000208615,0.001204282,0.098039438,1.875634128,5.887474531,0.704275464,0.005755987,0.005463252,1.000199551,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,66.652054,72.26942,66.93922,0.34798512,0.2869353,153.75049,66.464294,72.73936,67.267105,0.34853947,0.2885147,153.6816,0.187759566,0.469936995,0.327885103,0.000554352,0.001579404,0.068895151,1.875667592,5.733272144,0.660730808,0.005779866,0.005549742,0.984160931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,66.652054,72.26942,66.93922,0.34798512,0.2869353,153.75049,66.464294,72.73936,67.267105,0.34853947,0.2885147,153.6816,0.187759566,0.469936995,0.327885103,0.000554352,0.001579404,0.068895151,1.790119464,5.692124513,0.66263385,0.005770154,0.005588759,0.957295477,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
